uen,name,website
200615762Z,Bsg Services Pte Ltd,http://bsg.com.sg/
199505441D,Bs Technology Pte Ltd,http://bsgroup.com.sg/
26914900K,Bian Soon Trading Company,http://bst.com.sg/
200415711W,B-team Construction Supplies Pte Ltd,http://bteam.com.sg/
53200742E,Bt & Lca Engineering,http://btlca.com.sg/
200703801Z,Btl Trenchless Technologies Pte Ltd,http://btltrenchless.com/
201108079E,Bto Singapore Pte. Ltd.,http://btosg.com/
201116127Z,Bts Oilfield Pte. Ltd.,http://btsoilfield.com/
199601622R,B.t. Sports Pte Ltd,http://btsports.com.sg/
200405631K,Btw Technology Pte. Ltd.,http://btw.com.sg/
200616066W,Buana Shipping & Marine Pte. Ltd.,http://buanashipping.com/
200815035Z,Builder A Plus Pte Ltd,http://builderaplus.com.sg/
200401491M,Builders Alliance Pte Ltd,http://buildersalliance.com.sg/
198502022R,Build Plus Pte Ltd,http://buildplus.com.sg/
53162871W,Built 2 Last Training,http://built2last.com.sg/
199301452N,Built Force Construction Pte Ltd,http://builtforce.com/
201315202E,Builtmech Pte Ltd,http://builtmech.sg/
200922562K,Burco Marine Pte. Ltd.,http://burcomarine.com
T09FC0106A,Bushy Sigsug Ltd.,http://bushysigsug.com/
199606466D,Business Edge Personnel Services Pte Ltd,http://businessedge.com.sg/
200706902N,Bw Furniture Pte. Ltd.,http://bwfurniture.com/
200010637W,Cable-com Systems Pte Ltd,http://cablecom.com.sg/
201218346Z,Cablecomm Engineering Pte. Ltd.,http://cablecomm.com.sg/
200503966W,Cabo Environmental Pte. Ltd.,http://caboenvironmental.com/index-1.html
201409591D,Cadalan Offshore And Marine Pte Ltd,http://cadalan.com.sg/
53233217B,Cad Associates,http://cadassociates.com.sg/
200513760C,Cad Control Systems (asia) Pte. Ltd.,http://cadoil.com/main/singapore
198701240Z,Advanced Cae Pte Ltd,http://caeasia.com.sg/
200712813R,Common Alliance Engineering Pte. Ltd.,http://ca-engine.com/
47358900A,Cafe-bar Services,http://cafebar.com.sg/
200721157K,Vivere Design Studio Pte. Ltd.,http://calibre.com.sg
53031847D,Calibre Renovation & Design Studio,http://calibre.com.sg/
199204755R,Call Lade Enterprises Pte Ltd,http://calllade.sg/
199105592W,Mne Engineering Pte Ltd,http://ca-me.com.sg/
200501189G,Ca M&e Engineering Pte Ltd,http://ca-me.com.sg/
53164003E,Cam Interior,http://camprojects.com.sg/
200405540W,Camy Pte. Ltd.,http://camy.sg/cms/
201024773H,Consolidated Audio Networks Pte. Ltd.,http://can.sg/
T14LL1541C,Canaconnect Llp,http://canaconnect.co/
200810177E,Canare Singapore Private Ltd.,http://canare.com.sg/
T05LL0330J,Candid Creation Publishing Llp,http://candidcreation.com/
200518057E,Candy Floriculture Pte Ltd,http://candy.com.sg/
201108040H,Cantier Systems Pte Ltd,http://cantier.com/contact-us/
198100604M,Can Traders & Services Pte Ltd,http://cantrade.com.sg/
200003856M,Carlton City Hotel (singapore) Pte. Ltd.,http://carltoncity.sg/
200004130R,Carrots Consulting,http://carrotsalign.com
199801428Z,Chong Beng Engineering Pte Ltd,http://cbepl.com.sg/
201020362C,Chang Cheng Logistics Pte. Ltd.,http://cclogistics.com.sg/
199103762R,Choo Chiang Marketing Pte. Ltd.,http://ccm.sg/www/
52966574C,C.c.n. Aluminium & Renovation,http://ccnaluminium.com/
53215747L,Cctv Tech,http://cctvtech.com.sg/
200402330G,Cdi Multiseals Pte. Ltd.,http://cdiproducts.com/
198600335R,Camp Dresser & Mckee International (s) Pte Ltd,http://cdmsmith.com/
201203707W,Cec Training And Consultants (s) Pte. Ltd.,http://cectraining.com.sg/
200413550R,Cedex Global Pte Ltd,http://cedexglobal.sg/About-Us.php
201209016R,Cel Engineers Ltd,http://cel.co.th/cel/engineers/
53235478L,Celebrity Spa,http://celebrityspa.net/
199204425N,Century 99 Pte Ltd,http://century99.com.sg/
200407740Z,Century Engineering Aire Services Pte Ltd,http://centuryaire.com.sg/
201105107Z,Century Water Systems & Technologies Pte Ltd,http://century-water.com/
199905812H,Cesstech (s) Pte Ltd,http://cesstech.com/
20110519M,Cf Global Pte Ltd,http://cfgt.com.sg
200817214E,Capitalgold Construction & Engineering Pte Ltd,http://cgce.com.sg/
201025698K,Cg Glass Restoration Pte Ltd,http://cg-glassrestoration.com.sg/
197400003Z,Ch Global Pte. Ltd.,http://ch.com.sg/
199101668N,Cham Brothers Engineering Pte. Ltd.,http://chambrothers.com/
200710442M,Champion Precision Manufacturing Pte. Ltd.,http://championmfg.com.sg/
201224057M,Champion Management Services Pte Ltd,http://champmgt.com.sg/
199001372N,Chang Sing Engineering Pte Ltd,http://changsing.com.sg/
201319327E,Chariot Innovation Pte. Ltd.,http://chariotinnovation.com/
201606851N,Charis Electric Pte. Ltd.,http://chariselectric.com.sg/
198004864Z,Charles Wembley (sea) Co Pte Ltd,http://charleswembley.com/
200713447R,Charlton Martin Consultants Pte Ltd,http://charltonmartin.com/
201509883Z,Charvi Marine Instruments Pte. Ltd.,http://charvimarine.com/
201113201N,Chect Private Limited,http://chect.com.sg/
53104829B,Cheema Engineering,http://cheemaengineering.com/
199607810H,Chemori Industries Pte Ltd,http://chemori.sg/
199705158R,Chem-gas Pte Ltd,http://chemtech.com.sg/
200700598W,Chemworks Pte. Ltd.,http://chemworks.com.sg/
199601841Z,Cheng Yew Heng Candy Factory Pte Ltd,http://chengsugar.com/
22833900J,Cheong Kee Engineering Works,http://cheongkee.com.sg/
199407721K,CHERN SERN PROPERTY SERVICES PTE LTD,http://chernsern.com.sg/
200905590Z,Chian Teck Realty Pte Ltd,http://chianteck.com/
T07GS5004G,Chij Primary (toa Payoh),http://chijpritoapayoh.moe.edu.sg
200513315N,Chin Chye Construction Pte Ltd,http://chinchyeconstruction.wix.com/
198302639E,Chin Kiong Construction & Engineering Pte Ltd,http://chinkiong.com.sg/
48686000X,Chin Leong Aluminium & Iron Work,http://chinleong.com/
198600032Z,Chip Seng Impex (s) Pte Ltd,http://chipseng.com.sg/our-company/
200307165H,Chong Chen Building Materials And Construction Pte Ltd,http://chongchen.com.sg/
199408798M,Chong Fong Engineering Pte Ltd,http://chongfong.com/
197902544E,Chong Wah Industries Pte Ltd,http://chongwah.net/
09410900A,Choo Ah Loi Construction,http://chooahloi.com.sg/
201317670D,Choo Ah Loi Roofing Contractors Pte Ltd,http://chooahloi.com.sg/
37888200K,Choong Ying Trading,http://choongying.creatorlabs.com/index.html
197402228C,Chuan Engineering (pte) Limited,http://chuaneng.com/
200823010E,Chuang Aik Machinery & Engineering Pte. Ltd.,http://chuangaik.com/
197401791K,Chung Hwa Food Industries Pte Ltd,http://chunghwa.com.sg/
201300590C,Chye Sen Marine & Yacht Services Pte. Ltd.,http://chyesenmarine.com/
198801700E,Chye Thiam Maintenance Pte Ltd,http://chyethiam.com/
200804493W,Cima Engineering & Construction Pte Ltd,http://cimaenc.com/
199503435C,City Auto Pte. Ltd.,http://cityauto.com.sg/
197501443H,City Furniture Company (private) Limited,http://cityfurniture.com.sg
201204491Z,Cityguard Security Surveillance Pte. Ltd.,http://cityguard.com.sg/
199903947D,Cityneon Creations Pte Ltd,http://cityneon.net/
200714007D,Cityneon Events Pte. Ltd.,http://cityneon.net/
200707663N,City Wide (s) Pte Ltd,http://citywide.com.sg/
201401313D,Civil Engineering Solutions Pte. Ltd.,http://civeng.sg/
200413126E,Civica Pte. Ltd.,http://civicalld.com/
200206669E,Civil Tech Pte Ltd,http://civiltech.com.sg/
200412676E,Cke Engineering Pte. Ltd.,http://ckeengrg.com/
199407355N,Ckh Strata Management Pte Ltd,http://ckh.com.sg/
53239324D,Ckli:et Architects,http://cklietarchitects.com/?page_id=2
200000927k,Ckmbt International Pte. Ltd.,http://ckmbt.com.sg/
200700730D,Ck&a Consultancy International Pte Ltd,http://ckna.com.sg/index.html
200208768C,Clarity Av Pte Ltd,http://claritygroup.com.sg
198600146K,Cleanex Maintenance Services Pte Ltd,http://cleanex.com.sg/
200922873W,Everyday Cleaning Services Pte. Ltd.,http://cleaningeveryday.com/
201432032E,Click Solutions Pte. Ltd.,http://clicksolutions.sg/
25374000B,Climate Air-conditioning Co,http://climateaircon.com.sg/
52917273M,Clover Global,http://cloverglobal.com.sg/
199605967K,Clyde-ifc (s) Pte Ltd,http://clyde.sg/
198103217H,C M D Services (s E Asia) Pte Ltd,http://cmd.originaloutlook.sg/
UN_000066,C N A Integrated Architects,http://cna-arch.com/
53082051W,Cn Canvas & Hardware,http://cn-canvas-hardware.blogspot.com/
201418330H,Cnl Logistic Solutions Pte. Ltd.,http://cnllogistic.com.sg/
199005898D,C & W Electronics Pte Ltd,http://cnw.com.sg/
201325549N,Coachreg Pte. Ltd.,http://coachreg.com/
201416323R,C.o Enterprise Pte. Ltd.,http://co-enterprise.com.sg/
199401693H,CoGri Asia Pacific Pte Ltd,http://cogrigroup.com/
201433497K,COHESIVE ENVIRONMENTAL SOLUTIONS PTE. LTD.,http://cohesive-group.com
194700005R,Cold Storage Singapore (1983) Pte Ltd,http://coldstorage.com.sg/
201201552E,Coleman Upstream Pte. Ltd.,http://colemanupstream.com.sg/
FOR_000084,Colgate Palmolive Pakistan Limited,http://colgate.com.pk/app/colgate/pk/
201024549G,Colourbox Interior Pte. Ltd.,http://colourboxinterior.com.sg/home/
199103053M,Lingjack Engineering Works Pte Ltd,http://combat.customer.hostsg.com/
198501706Z,Communication Engineering Pte Ltd,http://commengrg.com/
197702693E,Commoditas Pte Ltd,http://commoditas.com.sg/
200302478R,Comnect Communications Pte. Ltd.,http://comnect.net/
196400122D,Ingersoll-rand South East Asia Pte Ltd,http://company.ingersollrand.com/
200805134E,Compass Steel International Pte. Ltd.,http://compasssteel.com.sg/
200401684C,Concise Engineering Pte Ltd,http://concise-pl.com/
197701382C,Connections International Pte Ltd,http://connections.com.sg/
200609310D,Consen Automation (singapore) Pte. Ltd.,http://consen.com.sg/
201411661G,Consen International Operations Pte. Ltd.,http://consen.com.sg/
200503320N,CONSILIO DESIGN PTE. LTD.,http://consiliodesignstudio.com
201003149R,Consort Pte Ltd,http://consortscaffold.com/
200618293E,C@nspecs Pte Ltd,http://conspecs.sg/contact-us/
199607531C,Container Specialist Pte Ltd,http://containerspecialist.com.sg/
200506035G,Convergence Concepts Pte. Ltd.,http://convergenceconcepts.com.sg/
53221176J,Cool-aire,http://coolaire.com.sg/
199700319D,Cool Box Engineering & Services Pte Ltd,http://coolbox.com.sg/
53114857B,Cool Channels Engineering,http://coolchannels.com.sg/
199801198E,Cool D'fine Pte Ltd,http://cooldfine.biz/
199004121Z,Cool N Lite Solar Film Pte Ltd,http://coolnlite.com/
52812588E,Coolserve Air-condition Engineering,http://coolserve.com.sg/
200507296Z,Coopervision Singapore Pte Ltd,http://coopervision.com.sg/
201309984W,Corazon Interior Private Limited,http://corazoninteriorsolution.com/about-us.html
201523291C,Coretech Engineering & Construction Pte. Ltd.,http://coretech.com.sg/
200413141R,Coretech Resources Pte. Ltd.,http://coretech.com.sg/
T01FC6109E,Pioneer Investment Management Limited (singapore Branch),http://corporate.pioneerinvestments.com/
199607076N,Ppg Industries (singapore) Pte Ltd,http://corporate.ppg.com
T13UF5292F,Corporate Citizenship Limited,http://corporate-citizenship.com/
201011011C,Corporate Office Accounting Private Limited,http://corporateofficeaccounting.com/
200200543C,Corroless Asia Pacific (s) Pte. Ltd.,http://corroless.com.sg/
201208383Z,Cortex Pte Ltd,http://cortex.com.sg/
200510478H,Cosy-ace Engineering Pte Ltd,http://cosyace.com/
198500930E,Perfect Mix Trading Pte Ltd,http://cpmt.en.ec21.com/
200900675C,Crazy Pte. Ltd.,http://crazyart.com.sg/
201300586N,Creative Bulb Pte. Ltd.,http://creative-bulb.com/cms/
53225598D,Creative Coating And Contractor,http://creativecoatingcontractor.com/
199605714E,Creative Eateries Pte Ltd,http://creativeeateries.com.sg/
S91UF0156A,Credit Suisse,http://credit-suisse.com/sg
52985443X,Crescendo Design And Contract,http://crescendo.sg/wp/
200703518E,Crescendo Interior & Lifestyle Pte. Ltd.,http://crescendo.sg/wp/
200918761H,Crestar Enterprise Pte Ltd,http://crestarfan.com.sg/
201415455N,Crimson Estate Management Pte Ltd,http://crimsonestate.sg/
200909505E,Critical Systems Services Private Limited,http://critical-systems.com.sg/
200505387Z,Crizto Singapore Pte Ltd,http://crizto.com/
199800687W,Singapore Crocodile (1968) Pte Ltd,http://crocodileinternational.com/
199002288N,Crosscom Ergonomic Lifestyle Pte Ltd,http://crosscom.com.sg/
199706743M,Crown Construction Pte Ltd,http://crownconstruction.com.sg/
53182792E,Crux Studio,http://cruxstudio.sg/
200615047G,Cs Creative Pte Ltd,http://cscreative.com.sg/
200705908D,Csc Renovation Services Pte. Ltd.,http://cscrenovation.com.sg/
199101201D,Chee Song Frozen Food Pte Ltd,http://csff.com.sg/
200921618K,Csi Oil & Gas Pte. Ltd.,http://csi-pl.com/
200000706E,Csis Industries Pte Ltd,http://csis.com.sg/
199400267Z,Csme Power Systems Pte Ltd,http://csme.com.sg/
199304968N,Csp Productions Pte Ltd,http://csp.sg/
201226062D,Cst Engineering Services Pte. Ltd.,http://cstacc.com/
200711899G,C S Trading & Transport Pte. Ltd.,http://cstrading.com.sg/
201130333R,Csya Pte Ltd,http://csya.com/
53167231W,Cta Consultants,http://cta-consultants.blogspot.com/
200910624E,Cts Pacific Pte. Ltd.,http://ctsp.com.sg/
T13LL1454L,Cuboid Elevator Llp,http://cuboid.com.sg/
200207425W,Current Pte Ltd,http://current.com.sg/
200819886R,Cuz Pte. Ltd.,http://cuz.com.sg/
47468500D,C W C Electrical Engineering Service,http://cwc.com.sg/
201127659G,Cwp Consultancy Pte. Ltd.,http://cwpconsultancy.com.sg/
200006074H,Cyber Builders Pte Ltd,http://cyberbuilders.com.sg/
52853480K,Cynosure Design Associates,http://cynosure.sg/
200206503H,Cynosure Design Pte Ltd,http://cynosure.sg/
199905912D,Dac Pharmalab Pte Ltd,http://dacpharmalab.com.sg/
200203605R,Dali Engineering Services Pte. Ltd.,http://daliengineering.com/
201009436M,Daneng (s) Energy-saving Technology Pte. Ltd.,http://daneng.com.sg/
200403079H,Dashmesh Singapore Pte Ltd,http://dashmesh.com.sg/
20857600B,Dasoon Company,http://dasoon.com.sg/
199404610D,Datapost Pte Ltd,http://datapost.com.sg/
200705336M,Data Terminator Pte. Ltd.,http://data-terminator.com/
201105209R,Datumstruct Solutions Pte. Ltd.,http://datumstructsolutions.com/
201524422H,Db Concepts Pte. Ltd.,http://dbconcepts.sg/
201428754N,Db Studio Pte. Ltd.,http://dbstudio.com.sg/
199405125N,Draka Comteq Singapore Pte Ltd,http://dcs.draka.com.sg/
199902742D,Decision Communications Pte Ltd,http://decisioncom.com
52865399K,Decomax Interior Classic,http://decom-aircon.com.sg/
199301291E,Decolines Construction Pte Ltd,http://decora-art.com/
200907225N,Decora Art And Colour Pte Ltd,http://decora-art.com/
39921600J,Deco-reno Development,http://decoreno.com.sg/
201015344C,Decor Werkz (pte.) Ltd.,http://decorwerkz.com.sg/
52910080X,Decospace Interior,http://decospace.com.sg/
41877900K,Decovate Enterprise,http://decovate.blogspot.com/
200703016K,Deep Impact Pte. Ltd.,http://deepimpactonline.com/
200915328G,Deep Security Services Pte. Ltd.,http://deepsecurity.com.sg/
201111894R,Define Builders Pte Ltd,http://definebuilders.com.sg/
200304098R,Deflex Systems Pte. Ltd.,http://deflex.com.sg/
201404181K,Deg Greentech Pte. Ltd.,http://deg.com.sg/
200819598G,Deg Builders Pte Ltd,http://deg.com.sg/deg/landingpage/landingpage.html
199000077H,De Leon Fabrics Pte Ltd,http://deleonfabrics.com.sg/Index.aspx
33642600C,Delhi Restaurant,http://delhi.com.sg/
200716636K,Deli In The Park Pte. Ltd.,http://deliinthepark.com.sg/
200702135D,Delimax Pte Ltd,http://delimax.com.sg/
FOR_000088,Delta Railway Equipment Pte Ltd,http://delta-railway.com.sg/
198900875K,Delta Technology Pte Ltd,http://deltatech.com.sg/
200010058G,Everglass Contractor Pte Ltd,http://demo2.godspeed.com.sg/
52946204D,Deng Feng Construction & Renovation,http://dengfeng.com.sg/
200305132E,Denieru Tatsu F&b Holdings (s) Pte. Ltd.,http://denierutatsu.com/
200611542Z,Den-jet Industry Pte Ltd,http://denjet.com/industry/den-jet-industry-pte-lt
200410015W,Den-jet Marine Pte Ltd,http://denjet.com/marine/den-jet-marine-pte-ltd
199104844D,Denko Lighting Pte Ltd,http://denkolighting.com.sg/
199402715Z,DENTSU SINGAPORE PTE LTD,http://dentsu.com.sg/
200810377N,Deps Projects Pte. Ltd.,http://deps.com.sg/
201107911R,Design Channel Pte. Ltd.,http://designchannel-id.com/
201407621R,Design Chapterz Pte. Ltd.,http://designchapterz.com/
200916442W,Design Flame Pte Ltd,http://designflame.com.sg/
200814274M,Design Focus (1987) Pte. Ltd.,http://designfocus.com.sg/
200513407W,Design For Life Consultancy Pte Ltd,http://designforlife.com.sg/
200617792K,Design Laboratory Pte Ltd,http://designlab.com.sg/
53367794K,Design Metabolists,http://designmetabolists.weebly.com/
52833411E,Design Paradise,http://designparadise.com.sg/
200612006R,Design Profession Pte. Ltd.,http://designprofession.com.sg/
201027020Z,Ia Design Pte. Ltd.,http://designprofession.com.sg/
200505075C,Designscale Pte. Ltd.,http://designscale.com.sg/
53031554L,Design Trust,http://designtrust.com.sg/
200400832H,Designworx Interior Consultant Pte Ltd,http://designworx.net/contact/
200916626E,D'esprit Interiors Pte Ltd,http://desprit.com.sg/
201214954M,De Style Interior Pte Ltd,http://destyle.com.sg/
199507347G,Des-wood Pte Ltd,http://deswood.com.sg/
34858400L,Development Hardware Machinery,http://developmenthardware.com/
201510898W,Develop Renovation Pte. Ltd.,http://developrenovation.com/
201219330W,Dezign Culture Pte. Ltd.,http://dezignculture.homeinteriorsg.com/
199306413R,D'fine Catering Services Pte Ltd,http://dfine.com.sg/
201534100R,DGA (Singapore) Pte. Ltd.,http://dgasg.com/
200610366D,Diamond Glass Enterprise Pte Ltd,http://diamondglass.com.sg/
201314649N,Diamond Success International Pte Ltd,http://diamond-sg.com/
199800702R,DICKSON PROPERTY CONSULTANTS PTE LTD,http://dickson-property.com.sg/
200512152G,Digimax Sign Engineering Pte Ltd,http://digimaxsign.com/
199708503E,Crs Communications Pte Ltd,http://digitalwalkietalkie.com.sg/
53064069D,Dimension Werkz,http://dimensionwerkz.com.sg/
201119083G,Ding Alloys Trading Pte. Ltd.,http://dingalloys.com/contact-us
199106137N,Swift Survey Pte Ltd,http://directory.stclassifieds.sg/
201025341G,Dirtraction Group Pte. Ltd.,http://dirtraction.com/
42741900W,Divergence Services,http://divergenceservices.com/
198904325Z,NAT AIRE BUILDER & DISTRIBUTION PTE. LTD.,http://diyappliances.com.sg/
197800865H,Dksh Technology Pte. Ltd.,http://dksh.com/cs/dksh_sg/en/home
198500831C,Dml Trading Pte Ltd,http://dmltrading.com.sg/
199503939W,Dna Engineering Pte Ltd,http://dna.com.sg/
201302080H,Domba Coffee Singapore Pte Ltd,http://domba.coffee/
37425300E,Domeco Interior Design & Construction,http://domecointerior.com/
201108630D,Domus Design Pte. Ltd.,http://domusdes.wix.com/
T11LL1649B,Do Not Design Llp,http://donotdesign.com/v2/
200806101K,Dor-com Door Specialist Pte Ltd,http://dor-com.com.sg
52881889M,Double Ng Trading,http://doubleng.com.sg/
201424599E,Double S Construction Pte. Ltd.,http://doublesconstructions.com/
199607496W,Double Ss Packaging Pte Ltd,http://doubless.com.sg/
198105430Z,DPC DESIGN PTE LTD,http://dpcdesign.com/
197500199W,Ductile Pte Ltd,http://dpf.com.sg/
201209568N,Dragonlim Air-con Engineering Pte Ltd,http://dragonlimaircomengineering.blogspot.com/
53350609C,DR. D PLUMBING AND SANITARY,http://drdplumbing.com/
200805546W,Dream Catcher Technologies Pte. Ltd.,http://dreamcatcher.asia/sg/
53000205A,Dreamchasers Interactive,http://dreamchasers-interactive.com/
200500696D,Dream Solutions Pte Ltd,http://dreamgroup.com.sg/
199305979N,Oser Design Pte Ltd,http://dreamhomes.com.sg/
198702114G,Drex-chem Technologies Pte Ltd,http://drexchem.com.sg/
201118455M,Drill Gems Engineering Pte. Ltd.,http://drillgems.com.sg/
200407060D,D-ron Singapore Pte Ltd,http://d-ron.com/
